,item_main_category,exclusivity_clean,sourcing_location,wh_flag_new,beta,beta_err,beta_one,beta_one_err
688,MATRATZEN&LATTENROSTE,other,EE,wh,0.354,0.012,0.351,0.037
689,MATRATZEN&LATTENROSTE,other,EE,dropship,0.343,0.012,0.315,0.031
690,MATRATZEN&LATTENROSTE,other,Domestic,mto,0.319,0.012,0.326,0.048
691,MATRATZEN&LATTENROSTE,other,Domestic,wh,0.326,0.012,0.329,0.037
692,MATRATZEN&LATTENROSTE,other,Domestic,dropship,0.315,0.012,0.294,0.031
693,MATRATZEN&LATTENROSTE,thirdParty,Import,mto,0.4,0.012,0.4,0.048
694,MATRATZEN&LATTENROSTE,thirdParty,Import,wh,0.407,0.012,0.403,0.037
695,MATRATZEN&LATTENROSTE,thirdParty,Import,dropship,0.396,0.012,0.368,0.031
696,MATRATZEN&LATTENROSTE,thirdParty,EE,mto,0.335,0.012,0.333,0.048
697,MATRATZEN&LATTENROSTE,thirdParty,EE,wh,0.341,0.012,0.336,0.037
698,MATRATZEN&LATTENROSTE,thirdParty,EE,dropship,0.33,0.012,0.301,0.031
699,MATRATZEN&LATTENROSTE,thirdParty,Domestic,mto,0.307,0.012,0.311,0.048
700,MATRATZEN&LATTENROSTE,thirdParty,Domestic,wh,0.314,0.012,0.315,0.037
701,MATRATZEN&LATTENROSTE,thirdParty,Domestic,dropship,0.302,0.012,0.279,0.031
702,MATRATZEN&LATTENROSTE,ownDeveloped,Import,mto,0.429,0.012,0.431,0.048
703,MATRATZEN&LATTENROSTE,ownDeveloped,Import,wh,0.435,0.012,0.434,0.037
704,MATRATZEN&LATTENROSTE,ownDeveloped,Import,dropship,0.424,0.012,0.399,0.031
705,MATRATZEN&LATTENROSTE,ownDeveloped,EE,mto,0.363,0.012,0.364,0.048
706,MATRATZEN&LATTENROSTE,ownDeveloped,EE,wh,0.37,0.012,0.367,0.037
707,MATRATZEN&LATTENROSTE,ownDeveloped,EE,dropship,0.358,0.012,0.332,0.031
708,MATRATZEN&LATTENROSTE,ownDeveloped,Domestic,mto,0.335,0.012,0.343,0.048
709,MATRATZEN&LATTENROSTE,ownDeveloped,Domestic,wh,0.342,0.012,0.346,0.037
710,MATRATZEN&LATTENROSTE,ownDeveloped,Domestic,dropship,0.33,0.012,0.311,0.031
711,MATRATZEN&LATTENROSTE,whiteLabel,Import,mto,0.406,0.012,0.406,0.048
712,MATRATZEN&LATTENROSTE,whiteLabel,Import,wh,0.413,0.012,0.41,0.037
713,MATRATZEN&LATTENROSTE,whiteLabel,Import,dropship,0.402,0.012,0.374,0.031
714,MATRATZEN&LATTENROSTE,whiteLabel,EE,mto,0.34,0.012,0.339,0.048
715,MATRATZEN&LATTENROSTE,whiteLabel,EE,wh,0.347,0.012,0.343,0.037
716,MATRATZEN&LATTENROSTE,whiteLabel,EE,dropship,0.336,0.012,0.307,0.031
717,MATRATZEN&LATTENROSTE,whiteLabel,Domestic,mto,0.312,0.012,0.318,0.048
718,MATRATZEN&LATTENROSTE,whiteLabel,Domestic,wh,0.319,0.012,0.321,0.037
719,MATRATZEN&LATTENROSTE,whiteLabel,Domestic,dropship,0.308,0.012,0.286,0.031
720,BETTEN,exclusive,Import,mto,0.368,0.012,0.383,0.094
721,BETTEN,exclusive,Import,wh,0.375,0.012,0.372,0.09
722,BETTEN,exclusive,Import,dropship,0.364,0.012,0.442,0.066
723,BETTEN,exclusive,EE,mto,0.302,0.012,0.316,0.094
724,BETTEN,exclusive,EE,wh,0.309,0.012,0.305,0.09
725,BETTEN,exclusive,EE,dropship,0.298,0.012,0.375,0.066
726,BETTEN,exclusive,Domestic,mto,0.274,0.012,0.294,0.094
727,BETTEN,exclusive,Domestic,wh,0.281,0.012,0.284,0.09
728,BETTEN,exclusive,Domestic,dropship,0.27,0.012,0.353,0.066
729,BETTEN,other,Import,mto,0.353,0.012,0.366,0.094
730,BETTEN,other,Import,wh,0.36,0.012,0.356,0.09
731,BETTEN,other,Import,dropship,0.349,0.012,0.425,0.066
732,BETTEN,other,EE,mto,0.287,0.012,0.299,0.094
733,BETTEN,other,EE,wh,0.294,0.012,0.289,0.09
734,BETTEN,other,EE,dropship,0.283,0.012,0.358,0.066
735,BETTEN,other,Domestic,mto,0.259,0.012,0.278,0.094
736,BETTEN,other,Domestic,wh,0.266,0.012,0.267,0.09
737,BETTEN,other,Domestic,dropship,0.255,0.012,0.337,0.066
738,BETTEN,thirdParty,Import,mto,0.341,0.012,0.352,0.094
739,BETTEN,thirdParty,Import,wh,0.348,0.012,0.341,0.09
740,BETTEN,thirdParty,Import,dropship,0.336,0.012,0.411,0.066
741,BETTEN,thirdParty,EE,mto,0.275,0.012,0.285,0.094
742,BETTEN,thirdParty,EE,wh,0.282,0.012,0.274,0.09
743,BETTEN,thirdParty,EE,dropship,0.27,0.012,0.344,0.066
744,BETTEN,thirdParty,Domestic,mto,0.247,0.012,0.263,0.094
745,BETTEN,thirdParty,Domestic,wh,0.254,0.012,0.253,0.09
746,BETTEN,thirdParty,Domestic,dropship,0.243,0.012,0.322,0.066
747,BETTEN,ownDeveloped,Import,mto,0.369,0.012,0.383,0.094
748,BETTEN,ownDeveloped,Import,wh,0.376,0.012,0.372,0.09
749,BETTEN,ownDeveloped,Import,dropship,0.364,0.012,0.442,0.066
750,BETTEN,ownDeveloped,EE,mto,0.303,0.012,0.316,0.094
751,BETTEN,ownDeveloped,EE,wh,0.31,0.012,0.305,0.09
752,BETTEN,ownDeveloped,EE,dropship,0.299,0.012,0.375,0.066
753,BETTEN,ownDeveloped,Domestic,mto,0.275,0.012,0.295,0.094
754,BETTEN,ownDeveloped,Domestic,wh,0.282,0.012,0.284,0.09
755,BETTEN,ownDeveloped,Domestic,dropship,0.271,0.012,0.353,0.066
756,BETTEN,whiteLabel,Import,mto,0.346,0.012,0.358,0.094
757,BETTEN,whiteLabel,Import,wh,0.353,0.012,0.348,0.09
758,BETTEN,whiteLabel,Import,dropship,0.342,0.012,0.417,0.066
759,BETTEN,whiteLabel,EE,mto,0.28,0.012,0.291,0.094
760,BETTEN,whiteLabel,EE,wh,0.287,0.012,0.281,0.09
761,BETTEN,whiteLabel,EE,dropship,0.276,0.012,0.35,0.066
762,BETTEN,whiteLabel,Domestic,mto,0.253,0.012,0.27,0.094
763,BETTEN,whiteLabel,Domestic,wh,0.259,0.012,0.259,0.09
764,BETTEN,whiteLabel,Domestic,dropship,0.248,0.012,0.329,0.066
765,BAD,exclusive,Import,mto,0.458,0.012,0.436,0.042
766,BAD,exclusive,Import,wh,0.465,0.012,0.481,0.032
767,BAD,exclusive,Import,dropship,0.454,0.012,0.441,0.028
768,BAD,exclusive,EE,mto,0.392,0.012,0.369,0.043
769,BAD,exclusive,EE,wh,0.399,0.012,0.414,0.032
770,BAD,exclusive,EE,dropship,0.388,0.012,0.374,0.028
771,BAD,exclusive,Domestic,mto,0.364,0.012,0.347,0.042
772,BAD,exclusive,Domestic,wh,0.371,0.012,0.392,0.032
773,BAD,exclusive,Domestic,dropship,0.36,0.012,0.352,0.028
774,BAD,other,Import,mto,0.443,0.012,0.419,0.043
775,BAD,other,Import,wh,0.45,0.012,0.464,0.032
776,BAD,other,Import,dropship,0.439,0.012,0.424,0.028
777,BAD,other,EE,mto,0.377,0.012,0.352,0.043
778,BAD,other,EE,wh,0.384,0.012,0.397,0.032
779,BAD,other,EE,dropship,0.373,0.012,0.357,0.028
780,BAD,other,Domestic,mto,0.349,0.012,0.331,0.043
781,BAD,other,Domestic,wh,0.356,0.012,0.376,0.032
782,BAD,other,Domestic,dropship,0.345,0.012,0.336,0.028
783,BAD,thirdParty,Import,mto,0.431,0.012,0.405,0.043
784,BAD,thirdParty,Import,wh,0.438,0.012,0.45,0.032
785,BAD,thirdParty,Import,dropship,0.426,0.012,0.41,0.028
786,BAD,thirdParty,EE,mto,0.365,0.012,0.338,0.043
787,BAD,thirdParty,EE,wh,0.372,0.012,0.383,0.032
788,BAD,thirdParty,EE,dropship,0.36,0.012,0.343,0.028
789,BAD,thirdParty,Domestic,mto,0.337,0.012,0.316,0.043
790,BAD,thirdParty,Domestic,wh,0.344,0.012,0.361,0.032
791,BAD,thirdParty,Domestic,dropship,0.333,0.012,0.321,0.028
792,BAD,ownDeveloped,Import,mto,0.459,0.012,0.436,0.043
793,BAD,ownDeveloped,Import,wh,0.466,0.012,0.481,0.032
794,BAD,ownDeveloped,Import,dropship,0.454,0.012,0.441,0.028
795,BAD,ownDeveloped,EE,mto,0.393,0.012,0.369,0.043
796,BAD,ownDeveloped,EE,wh,0.4,0.012,0.414,0.032
797,BAD,ownDeveloped,EE,dropship,0.389,0.012,0.374,0.028
798,BAD,ownDeveloped,Domestic,mto,0.365,0.012,0.347,0.043
799,BAD,ownDeveloped,Domestic,wh,0.372,0.012,0.392,0.032
800,BAD,ownDeveloped,Domestic,dropship,0.361,0.012,0.352,0.028
801,BAD,whiteLabel,Import,mto,0.436,0.012,0.411,0.043
802,BAD,whiteLabel,Import,wh,0.443,0.012,0.456,0.032
803,BAD,whiteLabel,Import,dropship,0.432,0.012,0.416,0.028
804,BAD,whiteLabel,EE,mto,0.37,0.012,0.344,0.043
805,BAD,whiteLabel,EE,wh,0.377,0.012,0.389,0.032
806,BAD,whiteLabel,EE,dropship,0.366,0.012,0.349,0.028
807,BAD,whiteLabel,Domestic,mto,0.343,0.012,0.323,0.042
808,BAD,whiteLabel,Domestic,wh,0.349,0.012,0.368,0.032
809,BAD,whiteLabel,Domestic,dropship,0.338,0.012,0.328,0.028
810,ESSZIMMERSTÜHLE&BÄNKE,exclusive,Import,mto,0.453,0.012,0.406,0.041
811,ESSZIMMERSTÜHLE&BÄNKE,exclusive,Import,wh,0.46,0.012,0.468,0.032
812,ESSZIMMERSTÜHLE&BÄNKE,exclusive,Import,dropship,0.449,0.012,0.425,0.028
813,ESSZIMMERSTÜHLE&BÄNKE,exclusive,EE,mto,0.387,0.012,0.339,0.041
814,ESSZIMMERSTÜHLE&BÄNKE,exclusive,EE,wh,0.394,0.012,0.401,0.032
815,ESSZIMMERSTÜHLE&BÄNKE,exclusive,EE,dropship,0.383,0.012,0.358,0.028
816,ESSZIMMERSTÜHLE&BÄNKE,exclusive,Domestic,mto,0.359,0.012,0.318,0.041
817,ESSZIMMERSTÜHLE&BÄNKE,exclusive,Domestic,wh,0.366,0.012,0.38,0.032
818,ESSZIMMERSTÜHLE&BÄNKE,exclusive,Domestic,dropship,0.355,0.012,0.337,0.028
819,ESSZIMMERSTÜHLE&BÄNKE,other,Import,mto,0.438,0.012,0.39,0.041
820,ESSZIMMERSTÜHLE&BÄNKE,other,Import,wh,0.445,0.012,0.452,0.032
821,ESSZIMMERSTÜHLE&BÄNKE,other,Import,dropship,0.434,0.012,0.409,0.028
822,ESSZIMMERSTÜHLE&BÄNKE,other,EE,mto,0.372,0.012,0.323,0.041
823,ESSZIMMERSTÜHLE&BÄNKE,other,EE,wh,0.379,0.012,0.385,0.032
824,ESSZIMMERSTÜHLE&BÄNKE,other,EE,dropship,0.368,0.012,0.342,0.028
825,ESSZIMMERSTÜHLE&BÄNKE,other,Domestic,mto,0.344,0.012,0.301,0.041
826,ESSZIMMERSTÜHLE&BÄNKE,other,Domestic,wh,0.351,0.012,0.363,0.032
827,ESSZIMMERSTÜHLE&BÄNKE,other,Domestic,dropship,0.34,0.012,0.32,0.028
828,ESSZIMMERSTÜHLE&BÄNKE,thirdParty,Import,mto,0.426,0.012,0.375,0.041
829,ESSZIMMERSTÜHLE&BÄNKE,thirdParty,Import,wh,0.433,0.012,0.437,0.032
830,ESSZIMMERSTÜHLE&BÄNKE,thirdParty,Import,dropship,0.421,0.012,0.394,0.028
831,ESSZIMMERSTÜHLE&BÄNKE,thirdParty,EE,mto,0.36,0.012,0.308,0.041
832,ESSZIMMERSTÜHLE&BÄNKE,thirdParty,EE,wh,0.367,0.012,0.37,0.032
833,ESSZIMMERSTÜHLE&BÄNKE,thirdParty,EE,dropship,0.355,0.012,0.327,0.028
834,ESSZIMMERSTÜHLE&BÄNKE,thirdParty,Domestic,mto,0.332,0.012,0.287,0.041
835,ESSZIMMERSTÜHLE&BÄNKE,thirdParty,Domestic,wh,0.339,0.012,0.349,0.032
836,ESSZIMMERSTÜHLE&BÄNKE,thirdParty,Domestic,dropship,0.328,0.012,0.306,0.028
837,ESSZIMMERSTÜHLE&BÄNKE,ownDeveloped,Import,mto,0.454,0.012,0.406,0.041
838,ESSZIMMERSTÜHLE&BÄNKE,ownDeveloped,Import,wh,0.461,0.012,0.468,0.032
839,ESSZIMMERSTÜHLE&BÄNKE,ownDeveloped,Import,dropship,0.449,0.012,0.425,0.028
840,ESSZIMMERSTÜHLE&BÄNKE,ownDeveloped,EE,mto,0.388,0.012,0.339,0.041
841,ESSZIMMERSTÜHLE&BÄNKE,ownDeveloped,EE,wh,0.395,0.012,0.401,0.032
842,ESSZIMMERSTÜHLE&BÄNKE,ownDeveloped,EE,dropship,0.384,0.012,0.358,0.028
843,ESSZIMMERSTÜHLE&BÄNKE,ownDeveloped,Domestic,mto,0.36,0.012,0.318,0.041
844,ESSZIMMERSTÜHLE&BÄNKE,ownDeveloped,Domestic,wh,0.367,0.012,0.38,0.032
845,ESSZIMMERSTÜHLE&BÄNKE,ownDeveloped,Domestic,dropship,0.356,0.012,0.337,0.028
846,ESSZIMMERSTÜHLE&BÄNKE,whiteLabel,Import,mto,0.431,0.012,0.382,0.041
847,ESSZIMMERSTÜHLE&BÄNKE,whiteLabel,Import,wh,0.438,0.012,0.444,0.032
848,ESSZIMMERSTÜHLE&BÄNKE,whiteLabel,Import,dropship,0.427,0.012,0.4,0.028
849,ESSZIMMERSTÜHLE&BÄNKE,whiteLabel,EE,mto,0.365,0.012,0.315,0.041
850,ESSZIMMERSTÜHLE&BÄNKE,whiteLabel,EE,wh,0.372,0.012,0.377,0.032
851,ESSZIMMERSTÜHLE&BÄNKE,whiteLabel,EE,dropship,0.361,0.012,0.334,0.028
852,ESSZIMMERSTÜHLE&BÄNKE,whiteLabel,Domestic,mto,0.338,0.012,0.293,0.041
853,ESSZIMMERSTÜHLE&BÄNKE,whiteLabel,Domestic,wh,0.344,0.012,0.355,0.032
854,ESSZIMMERSTÜHLE&BÄNKE,whiteLabel,Domestic,dropship,0.333,0.012,0.312,0.028
