,PE,PE_err,log_del_week,log_del_week_err,Cluster_size,has_enough_stat
000000001000012562,-0.0098,0.0029,-0.0002,0.0002,15,True
000000001000047957,-0.0154,0.0037,-0.0001,0.0002,20,True
000000001000176686,-0.011,0.003,-0.0003,0.0001,18,True
000000001000004855,-0.0169,0.003,0.0001,0.0002,18,True
000000001000012855,-0.013,0.0031,0.0005,0.0001,16,True
000000001000127864,-0.0143,0.0032,-0.0005,0.0003,20,True
000000001000183877,-0.011,0.0027,0.0002,0.0001,16,True
000000001000028604,-0.0128,0.0038,-0.001,0.0005,8,True
000000001000022179,-0.0123,0.0033,-0.0004,0.0006,13,True
000000001000052582,-0.0105,0.0031,-0.0016,0.0003,16,True
000000001000051350,-0.0106,0.003,-0.0017,0.0004,12,True
000000001000166546,-0.0092,0.003,-0.0008,0.0007,14,True
000000001000168996,-0.0167,0.0034,0.0003,0.0002,12,True
000000001000188647,-0.0089,0.0024,0.0,0.0001,17,True
000000001000182814,-0.0121,0.0033,-0.0003,0.0001,17,True
000000001000174665,-0.0129,0.0028,-0.0005,0.0003,16,True
000000001000006744,-0.0135,0.0024,-0.0016,0.0007,17,True
000000001000166550,-0.0129,0.0041,-0.0003,0.0002,14,True
000000001000173794,-0.0125,0.0027,-0.0002,0.0001,18,True
000000001000168499,-0.0143,0.0023,-0.0008,0.0002,20,True
000000001000127938,-0.0154,0.0049,-0.0008,0.0004,11,True
000000001000113323,-0.0135,0.0037,-0.0003,0.0002,17,True
000000001000012809,-0.0116,0.0025,-0.0002,0.0001,18,True
000000001000119632,-0.0095,0.0025,-0.0002,0.0002,14,True
000000001000007044,-0.0082,0.002,-0.0004,0.0003,9,True
000000001000116628,-0.011,0.0024,-0.0014,0.0002,12,True
000000001000183590,-0.0104,0.0025,-0.0021,0.0003,14,True
000000001000071055,-0.0146,0.0042,-0.0028,0.0009,10,True
000000001000123457,-0.013,0.0033,-0.0001,0.0001,18,True
000000001000118262,-0.0153,0.0036,-0.002,0.0006,10,True
000000001000076801,-0.0124,0.0033,-0.0007,0.0003,16,True
000000001000090845,-0.0162,0.0045,-0.0011,0.0011,9,True
000000001000012856,-0.0113,0.0021,0.0002,0.0001,19,True
000000001000016046,-0.0163,0.0036,-0.0001,0.0004,12,True
000000001000123078,-0.0162,0.0051,-0.0009,0.0005,11,True
000000001000021833,-0.0159,0.0044,-0.0021,0.0005,18,True
000000001000146649,-0.0118,0.0024,0.0005,0.0005,12,True
000000001000173680,-0.0142,0.0038,-0.0017,0.0007,10,True
000000001000051361,-0.009,0.0019,-0.0013,0.0003,14,True
000000001000166817,-0.0153,0.003,-0.0002,0.0004,18,True
000000001000147144,-0.0134,0.0027,-0.001,0.0003,18,True
000000001000012857,-0.0141,0.0033,0.0002,0.0001,15,True
000000001000164659,-0.0024,0.0005,0.0,0.0,14,True
000000001000151248,-0.0158,0.0036,-0.0012,0.0007,15,True
000000001000188645,-0.0136,0.0023,0.0001,0.0001,16,True
000000001000118253,-0.0129,0.0026,-0.001,0.0002,20,True
000000001000116631,-0.0099,0.0026,-0.0004,0.0001,12,True
000000001000016090,-0.0132,0.0031,-0.0018,0.0004,15,True
000000001000124118,-0.0116,0.0024,-0.0002,0.0005,12,True
000000001000071065,-0.0114,0.0032,-0.0005,0.0003,11,True
000000001000008716,-0.0131,0.0036,-0.0005,0.0004,17,True
000000001000057601,-0.0156,0.0045,-0.001,0.0003,20,True
000000001000008581,-0.0169,0.0034,-0.0002,0.0001,19,True
000000001000146655,-0.0133,0.0023,0.0005,0.0005,14,True
000000001000008710,-0.0129,0.0038,-0.0004,0.0004,16,True
000000001000092354,-0.0046,0.0015,-0.0005,0.0001,16,True
000000001000119757,-0.0105,0.003,-0.0006,0.0002,15,True
000000001000119213,-0.0082,0.0023,0.0005,0.0001,14,True
000000001000087676,-0.0135,0.0043,-0.0007,0.0006,17,True
